File Name,Content,Sentiment_GPT,Sentiment_Vader,Manually
@camiladechalus_video_7228653370637143338.txt," Our official intelligence is changing political media. For example, did you see this R&C video? What can now call the 2024 presidential race for Joe Biden? After President Joe Biden announces 2024 campaign, the Republican National Committee released this ad made entirely with AI. The R&C video included fake news reports and suggested a dystopian future if Biden is re-elected. It's also the first major political ad to use AI-generated images, which can look and feel convincingly real to voters. I asked an AI expert about the risk of using this new technology in political messaging. You know, people complain about disinformation in the 2020 election. They haven't seen anything yet. 2024 is going to be a lot worse. There are a few ways to check whether an image is fake or real, like distorted backgrounds or body parts. But as the technology improves, it can become harder to distinguish real images from fake ones. The generative AI is getting a lot better at hands and necks. And so we're pretty much at the point where even real experts cannot distinguish the fake from the real. In political ads generated by AI are likely to become more common in the lead up to the 2024 election. Judges for many years have elevated political speech to a highly protected category. So even if somebody is saying something that is demonstrably false, the object of that statement could not sue for defamation. So the short answer is there's not a lot we can do at this point.",negative,positive,negative
@capitolarrestregistry_video_6923802391141813510.txt," Hey! Fucking A, man. Glad to see you guys. You guys are fucking patriots. Look at this guy. He's got peppered and blood. God bless you. Yes? You good sir? Me any medical attention? I'm good. Thank you, sir. All right. I got shot in the face. I got shot in the face with some kind of plastic bullet. Any chance I can get you guys to leave the same way? Wait, wait, what? I've been making sure that I ain't disrespecting the plugs. Okay. Just one of my two guys know. This is like the same for his place. I have one. No, hey, no, I'm gonna take this to... I'm gonna take this. This guy's scared. Just mic... I'm not one that usually takes pictures of myself, but in this case, I think I'm gonna be in exception. Hey, can you take a picture of me? I'll take my phone. I'm... Yeah. Yeah.",positive,positive,negative
@cardinalandpine_video_7355915040064638250.txt," Our first big step in North Carolina is to make it like Florida and Texas. And that's what we're going to do this year. People are going to go to the polls because they love Donald Trump. And they're going to vote for Trump and they're going to turn around and walk back out of the booth. They're not going to vote for anybody else. This is a reason they've got to go down ballot. The race that I've talked about, the opportunity to build North Carolina, to be more like Florida and Texas, to build heavyweight states like that. The result will be to consolidate North Carolina as not a purple state, but an absolutely clear state where common sense prevails a red state, just like in Florida and in Texas.",positive,positive,neutral
@carttoonz_video_7205595100922105130.txt," They're distinguished former mayor of New York City, Rudy Giuliani. The fact that so many of them interpreted it that way, kept a much karma situation and a much better evacuation. These people, these people... It's not what you got, it's not what you got. It's what you got, it's what you got. Like someone's orders! It's not what you got. There goes! It's definitely wasting time at this point. I admire that greatly and I think that may... ...be a great leader. ...and one of the reasons for us, your leadership... ...is all that you're... ...but I hope you'll be a good guy. Oh, my God! Oh, my God! No more time, no more time! My brother is a fireman. I want to go live three hundred lives and die! And I'm a serial question. Let's ask three of نے questions. Is that unfair?",negative,positive,negative
@catchupnews_video_7241323997462416682.txt," Target has been funding a woke group that wants to shut down Mount Rushmore, according to Thoughts News. The retailer backed NDN Collective claims that the national memorial is a symbol of white supremacy. The activists want to give the land of black hills where Mount Rushmore is located to the indigenous people. They also say it seeks demilitarization of the U.S. as the country is in the explicit business of taking land away from communities all over the world. Target's share prices have dropped recently amid widespread backlash to its pride display that reportedly included items for children.",negative,positive,negative
@catchupnews_video_7242509972964248878.txt," President Biden vetoed Republican bill to repeal student debt relief plan. I'm not going to back down to my efforts to help tens of minutes of working in middle-class families. That's why I'm going to veto this bill. Biden's plan is supposed to help cancel up to $20,000 of student debt for tens of millions of Americans. However, plan was criticized by Republicans as being too costly for taxpayers and unfair to Americans who didn't attend college. Despite the veto, program is still under threat as the court will decide whether the debt relief plan will continue.",neutral,negative,neutral
@cbseveningnews_video_7271065772800216362.txt," Former President Donald Trump just surrendered at the notorious Fulton County Jail in Atlanta. Trump booked process on 13 charges, including conspiracy and racketeering related to attempts to overturn the 2020 election. Like all other people who walked through the doors of that jail, the former president was fingerprinted, had his weight and height recorded, and a mugshot was taken. The seriousness of this cannot be overstated, because for the first time in American history, he will soon see a mugshot of someone who was once the leader of the free world. Trump joins 11 of his co-defendants in turning himself in just hours ago, former White House chief of staff, Mark Meadows, surrendered at the same jail. The remaining seven have until noon tomorrow to do the same.",negative,negative,negative
@cbseveningnews_video_7283290154171649311.txt," Judge just ruling that Donald Trump, his sons, Don Jr., and Eric and the entire Trump organization committed extensive and persistent fraud over a decade. The ruling says the former president inflated the value of his assets by billions of dollars and then lied about his net worth on financial documents to banks and insurance companies. This now leads to the cancellation of the company's New York Business License, which means the Trump organization could lose control over properties like Trump Tower in Midtown, Manhattan. Tonight's decision is a major win for a New York Attorney General, Leticia James, who is seeking a fine of $250 million and a permanent ban on the Trump organization, including Trump himself from doing business in New York State.",negative,positive,negative
@cbseveningnews_video_7359015422353607979.txt," The motion to overrule my ruling fails today Arizona House Democrats pleaded with Republicans to allow a vote to overturn the abortion ban. We are the representatives of the people and the people want this repealed. This is what we are arguing about right now whether or not we should overturn something that is archaic. Something that is going to really impact women in Arizona despite high profile Republicans like former president Trump saying the ban goes too far. The attempt to repeal it didn't get enough votes. Democrats needed 31 votes to prevail and were just one vote short. They had hoped at least two Republicans would repeal the effort in the end only one did. Some of us have believed that abortion is in fact the murder of children. Opponents of abortion rights welcome today's outcome. We need to save freedom in our state. We need to save our Constitution. Our our rights are under threat every single day, including the right to life. Arizona Democrats also tried to repeal the ban last week, but were prevented by the Republican majority. Today abortion rights advocates vowed to press on. Any extreme ban will kill women and pregnant people. It will force pregnancy on people who cannot or do not want to have a child. They see they've gathered enough signatures for a November ballot initiative that would restore abortion rights until fetal viability, which doctors say is between 23 and 24 weeks. I don't have the words to describe how angry I am about it. This is the reason why I'm out here is to be the part of this community. Abortion is currently legal in Arizona up to 15 weeks. The state attorney general says if the ban isn't repealed, it could go into effect as early as June. Nora, Elise Preston, thank you very much.",negative,negative,neutral
@cbsnews_video_6943618365030141189.txt," What's the best thing that a mask on the world? Yeah, when I'm talking to the TV camera, I'm not going to wear a mask. And all of us have been immunized. So you're welcome to step away, if you like. The whole point of a vaccine. CDC guidance is what we're following.",neutral,positive,neutral
@celebrity.house01_video_7328806314665069866.txt," This is Donald Trump's luxury penthouse worth 100 million in New York City. It is located on the 56th, 57th and 58th floors of the Trump Tower, a skyscraper on 5th Avenue that also houses the Trump Organization offices. The penthouse has a dedicated elevator to take Trump to his office on the 26th floor. The penthouse covers 6200 square feet and has five bedrooms and 7.5 bathrooms. It is decorated with 24 karat gold and marble features in the style of Louis XIV, with large chandeliers, plush furnishings and gold trimmings everywhere. The apartment overlooks Central Park and has art and portraits of the Trump family on the walls. The penthouse has been a source of controversy and criticism, as Trump allegedly inflated its value to avoid taxes and claimed it was worth more than the entire building. It also reflects Trump's personality and taste, as well as his wealth and power.",neutral,positive,neutral
@chadmjohnson_video_7102553612387257646.txt," Just a little reminder that this Saturday the NRA is holding a convention down in Houston, Texas, and all weapons are banned from entering the convention for safety reasons while they rant and scream and holler and chant how Americans need more guns and school teachers need to be armed and loaded for everyone's safety.",negative,negative,negative
@charpmedia_video_7158183079687753002.txt," There are a lot of folks in the media that try to, any time a Republican is in front of a TV camera, try to say, the election was fair and square in legitimate. You know who y'all don't do that to? You don't do it to Hillary Clinton who stood up and said, Trump stole the election. You didn't stop him, you definitely didn't try to kill my government. You said the election was stolen. They sat here and said it was illegitimate.",negative,positive,negative
@chasingoz_video_7247903902614474027.txt," You want to know it's really hysterical? Melania thought that she was just gonna skate off after her shitbag husband went to jail and live her best life But not if Latisha James has anything to say about it because the Attorney General of the state of New York has now subpoenaed Melania's email in regards to the Trump Organization fraud case. Oh, yes, honey They want her emails. They want to they want to look through what she knew and when she knew it because apparently Melania was not as innocent as everybody tries to play off. Now listen I know a girl has to do what she has to do for some old balls to get some money sometimes honey I get it, but sometimes those actions have repercussions. I mean, I don't feel bad for her after that hole I don't care jacket she can eat a whole bag of dicks But I just find it absolutely hysterical that now she has to turn over her emails. What we also know From previous reported Donald Trump doesn't quote-unquote use email, right? He doesn't use his own. He doesn't have his own But what we do know from the filings and the indictment regarding the documents is that Donald Trump uses other people's phones quite often so it almost makes me think that Melania was letting Don use her phone and her email and they're coming for her now and I'm living for it Anyways, thoughts and prayers Melanie or whatever the fuck your name is",negative,negative,negative
@christinelle_s_video_7265349586766531886.txt," Oh, uh, not so bad because I'm living in my own world.",positive,positive, neutral
@claire.morales3_video_7285949536814566687.txt," Kevin McCarthy is an American politician who has been serving as a member of the US House of Representatives from California's 23rd District since 2007. Born in Bakersfield, California, in 1965, McCarthy is the son of a firefighter and was the first in his family to attend college. He earned his BA in marketing in 1989 and an MBA in 1994 from California State University Bakersfield. McCarthy began his political career in 2000 when he was elected as a trustee to the Kern Community College District. He then served in the California State Assembly from 2002 to 2006, becoming the Republican leader during his freshman term in 2004. In 2006, he was elected to the US House of Representatives. In Congress, McCarthy has held several leadership positions. He served as Chief Deputy Whip from 2009 to 2011, House Majority Whip from 2011 to 2014, and House Majority Leader from 2014 to 2019. Following the retirement of Speaker Paul Ryan in 2019, McCarthy was elected as the House Minority Leader, a position he held until 2023. In January 2023, McCarthy was elected Speaker of the House. However, his tenure was short-lived, and he was ousted from the position later that year. Despite these challenges, McCarthy has remained a prominent figure in the Republican Party and continues to represent California's 23rd District.",neutral,positive,neutral
@cleancreatives_video_7176345571794603310.txt," Internal documents were just released from fossil fuel companies and they are revealing, let's summarize them. They're part of an ongoing investigation into the misinformation spread by the fossil fuel industry and this might be the biggest proof of their deliberate prevention of action on climate change yet. They didn't act alone either. Public relations firm Brunswick Group developed an advocacy plan for gas and methane. The campaign is right here and the goal is clear to risk the lives of all of us by advancing and protecting the will of gas and BP in the future of the energy conversation. Huge PR campaigns from major players like Shell focus entirely on clean energy development which don't really exist. Exxon plans only invest 10 to 12.5% of capital investments in lower carbon initiatives. Chevron is only committing to reduce 5% beyond operational emissions by 2028. BP and Shell claim they're going net zero while only spending 17 and 10% respectively on alternative energy. All the rest of those billions of dollars going right towards the expansion and acceleration of more emissions that are warming and destroying the planet. All major oil and gas companies are investing more in fossil fuels and are making inadequate climate pledges as they break in record of multi-billion dollar profits. At the same time they're pursuing a strategy of resisting and blocking climate regulations and only plan to cut emissions if it makes commercial sense. As the cherry on top they fought aggressively to hide the truth by not complying with subpoenas and attacking any journalist who reveals the truth about them. Despite all the ads and apparent plans to pursue and develop renewable energy sources their lives can be summarized in these documents with this sentence. Experts have found that not one of the net zero pledges from BP and Shell, Exxon or Chevron are aligned with the pace and scope of cuts necessary to meet the goals of the Paris Agreement and avert catastrophic climate change. Despite the best efforts of big oil and the American petroleum institute we now know without a doubt that they have no intention of adequately switching to renewable energy in any time frame close to what's required to secure a livable future.",negative,positive,negative
@clickhole_video_7286911249319742763.txt,,,,
@cnn_video_7231727393176685866.txt," It was not a rigged election. It was not a stolen election. You and your supporters lost more than 60 court cases on the election. It's been nearly two and a half years. Can you publicly acknowledge that you did lose the 2020 election? Let me just go on. If you look at Truth of Vote, they found millions of votes on camera, on government cameras, where they were stuffing ballot boxes. What you just said there, Republican officials debunked those claims about fraudulent ballots. We want to give you a chance tonight. Who? Republican officials. Georgia and every single state. There is no, your own election officials, Mr. President. So we want to give you a chance. We're afraid to take on the issue, but we have a big problem in this country. We have elections that were horrible. If you look at what happened in Pennsylvania, Philadelphia, if you look at what happened in Detroit, Michigan, if you look at what happened in Atlanta, millions of votes, and all you have to do is take a look at government cameras. You'll see them. People going to 28 different voting booths to vote, to put in seven ballots a piece. And they're all on camera. I have to stop you there, because there is no evidence that your own election officials testified to that. And have said that Republicans in these states did this in Georgia. There were multiple recounts, including a hand recount.",negative,negative,neutral
@cnn_video_7263214288360197419.txt," Thank you very much. This is a very sad day for America. And it was also very sad driving through Washington, D.C. and seeing the filth and the decay and all of the broken buildings and walls and the graffiti. This is not the place that I left. It's a very sad thing to see it. When you look at what's happening, this is a persecution of a political opponent. This was never supposed to happen in America. This is the persecution of the person that's leading by very, very substantial numbers in the Republican primary and leading Biden by a lot. So if you can't beat him, you persecute him or you prosecute him. We can't let this happen in America. Thank you very much.",negative,negative,negative
@cnn_video_7285914923253681450.txt," Look, you all know Mad Gates. You know it was personal. It had nothing to do about spending. It had nothing to do about everything he accused somebody of he was doing. It all was about getting attention from you. I mean, we're getting email fundraisers from him as he's doing it. Join in quickly. That's not governing. That's not becoming of a member of Congress. And regardless of what you think, I've seen the text. It was all about his ethics. But that's all right. But you know what's interesting. Everybody's sitting there. In today's world, if you're sitting in Congress, and you took a gamble to make sure government was still open, and eight people can throw you out a speaker. And the Democrats who said they wanted to keep government open, I think you've got a real divide. I think you've got a real institutional problem. Interesting. It was in this room after we had won the majority, I had became speaker-less. And Nancy Pelosi came to me. She was speaker at the time on the way out. And I told her I was having issues with getting enough votes. And she said, what's the problem? I said, they want this one person who can really out. She was the only speaker to have changed that role. I had the power to call the vote on her, but I never would. I lost some votes because of it. And she said, just give it to them. I'll always back you up. I've made the same offer to DaBainer and same thing to Paul, because I believe in the institution. I think today was a political decision by the Democrats. And I think the things they have done in the past hurt the institution. And they just started removing people from committee. And they just started doing the other things. My fear is the institution fell today, because you can't do the job. If you have eight people, you have 96% of your entire conference, but eight people can partner with the whole other side. How do you govern? And for them to make a motion on me, because I made a decision for the country, that they agreed with, but they choose to do the other. That becomes a problem.",negative,negative,negative
@cnn_video_7309533091008122143.txt," Breaking news, former House Speaker Kevin McCarthy will soon be former member of Congress. This is a big deal. I talked to McCarthy not too long ago after his ouster speaker. He was still very angry. Bitter of those members who pushed him out for car fee himself, not attending many of the Republican conference meetings, skipping a number of votes. Simply did not want to be a rank and file member of Congress.",negative,negative,negative
@cnn_video_7320728660955122986.txt," Long time National Rifle Association Chief Wayne Loppier announcing his resignation, the announcement coming as Loppier is set to face trial in the corruption case brought by New York Attorney General Latisha James. This is huge. I mean, Wayne Loppier was a staple of the NRA and the gun debate for the last several decades who is the leader of the gun rights movement in this country forever. And he's been at the center of a lot of these corruption allegations that are at issue in this New York case for the last four years, and he's refused to resign. You know, that they had decided to fight this at scene, but this really feels like an attempt perhaps to try and find a settlement in that New York case by getting rid of the person kind of at the center of it all. He does cite, we should point out, according to the NRA statement, health reasons as why he is resigning",negative,negative,negative 
@cnn_video_7330341214400744750.txt," So let me ask you this, there's families of victims here today. Have you apologized to the victims? Would you like to do so now? Well, they're here. You're on national television. Would you like now to apologize to the victims who have been harmed by your products? Show them the pictures. Would you like to apologize for what you've done to these good people? I'm sorry, I think you're too much. I'm sorry, I'm sorry. I'm sorry, I'm sorry. Thank you. You're welcome. I don't know, but I figure it through. The things that your families have to have suffered. And this is why we invested so much in an arrow to you, to you, to you, to you, to you, to you, to you, to you, to you, to you, to you, to you. To make sure that you don't want us to go through the things that your families have touched us on.",negative,positive,negative
@coachd_speaks_video_6915512527988313349.txt," Let me get some of the other side. The land patriots, because God wins. Awesome, man. For those of you that don't know who Q is, Q is the highest levels of the military and the intelligence community in the United States disseminating above top secret information to patriots in our Republic, so that we can take back our country from communist and globalists who have infiltrated our government at some of the highest levels and some of the lowest levels in the case of pollsters. And they're trying to bring down our country from within so they can create a new world order in a one-row government where America's wiped off the map and they try to trump our constitution with international law. But it ain't gonna happen, because Q being the antithesis of the deep state has woken up the American public. They've, Q has woken up the American patriot. And United, we stand and we will not fall. Where we go one, we go all. Nice.",positive,positive,neutral 
@_51zone_video_7358867679802887466.txt," I want to thank Senator Booker for coming early and positioning himself to be the next person recognized. Senator Booker. Thank you, Mr. Chairman. This is along as you said, over years overdue hearing. The cops program was vital to my city when I was mayor of the city. I don't know how we would have survived in our mission without it. My police officers that I almost literally lived with during my days or some of the most heroic people I have ever seen. I am proud that under the Biden administration we have not just continued to fund the cops program but have funded it at historic levels. I have some concerns and the first one is sort of a stunning to me, sir. I've looked at your record. You are an extraordinary public safety official. Your record in your state and your leadership was incredible but something happened and I remind you you are under oath but did you say that you would not show up to this hearing if we had another panel focused on the community? I never said that. Again, and maybe we need to clarify, you are not aware of your office asking for us not to have a second panel dealing with community issues. I am not aware of that, Senator. I find that surprising given what I have heard and frankly the things I have heard from your office this last couple of weeks have been extraordinarily frustrating. I am trying not to take them personally. I am just one senator from what I have heard. You don't give a damn what I think but I will tell you this, the work and the obligations that you have are critical and what is the C stand for in the cops program? Community. Right. And do you think under oath that it would be really important that this committee have a panel hearing from community stakeholders about this program? I do and I thought that was the case and I couldn't agree more with you, Senator, that C is in the word cops because community are part of policing and the word public is in public safety for that reason as well. And you know from your experience, again, everything I review, you are extraordinary public safety official with a career to be really proud of. Thank you, Senator. And yet right now my concern is with a program I support that I want to see reauthorize that I'm grateful to hear Lindsey Graham talk about modernizing the program. The frustrations I've had over the last week with your office is just understanding what metrics you keep. Now you were a leader of police force. I let a city data, transparency, accountability, the sophistication of your metrics is vital for public safety, is it not? It is. And Senator, I want to stress the importance of you getting the information and data you need. So I'm glad you're saying this right now under oath, but I, I, I, Democrat Republican presidents I haven't had the kind of frustrations and heard the things I've heard from agencies like I have over years, last couple of weeks. You talk about de-confliction grants. What data do you collect to see if those grants are effective? So there have been many researchers and studies done over the years. I came into this assignment in January of 23. But I, I, so in the last year and quarter is your organization as a guy who understands a leadership and I know this from looking at your record, the importance of collecting data and having public transparency, does your office collect data when it comes to the de-confliction grants you have about use of force, about civilian complaints, about incidents of misconduct? Do you look at the before and after of the grants that you're giving out, critical data that would help us understand if the millions of dollars, we are putting hundreds of millions of dollars, we're putting this program are actually effective. So, so, Senator, we do have quarterly and semi annual financial progress reports, progress reports from these agencies that we review on a routine basis throughout that year, throughout the grant period. We are not an investigative agent. So you're not, but you're giving out grants that have specific ends and you've given Congress no transparency, no data to understand whether the money we're investing is producing the results. The information I have been able to get from your, from your office, the public information says that you barely do 10% of reviews of the grantees that get the resources, that you're barely collecting the kind of data on, on the various mission of your organization that would give us some kind of clarification if we're making investments that are reaping results. I agree with Senator Graham, we need to modernize the collection of data because in the last two weeks, I have been utterly frustrated to understand what your office is doing besides counting the numbers of police officers that are hired with the grants, which is vital and why I support this program, why I have voted for its historic funding, but as two men who have been responsible for the safety of our communities and understand the urgency and importance of connections to community, of building trust between law enforcement and community, I know that transparency matters and I know that accountability matters. You're not to manage these departments you give grants to, but you have an obligation for the taxpayer money that you're giving out to make sure it's making some progress towards its mission. This is to me vital for the success of this program and sir, it's vital for me because this is great as my police department is and as much as the change that they've made, I still live in a black and brown community where the number one issue in my community is public safety, where I still even as a result of the last year have shootings in my community where my family lives. And so I know what drives change as do you because I've read everything I can about your career. When you are in law enforcement, you demand a transparency, you demand the data, you demand accountability, you demand real methods to build community trust. Why now do we have an agency like yours that doesn't collect the most basic things that we would need to inform a real authorization of this program? And I think Mr. Chairman, my time is up, but we need to put in this grant things that will modernize this program so we have more transparency and accountability for the money we're giving out. Thank you, Mr. Chairman.",negative,positive, negative
@__ninzim_video_7331213276577025322.txt," This is the last video on making my taxes, but no. I just filled out my W4 wrong and I'm going to show you why you're wrong. This is the 2018 tax brackets, okay? So say I'm making $250,000 a year. In 2018, after this 2017 tax law, I'm in the 24% tax bracket. And these are the 2023 tax brackets. Again, if I'm making $250,000 a year, I'm still in the 24% tax bracket. Nothing changed. It's not Trump, it's not Biden. I just filled out my W4 wrong. So, I'm an idiot. I went viral for being an idiot. And next time, I hope I go viral for being cool.",negative,negative,negative
